product_name,url,descripcion,country,precio_total,precio_por_cantidad,weight_volume_clean,weight_unit,categorias,alergenos,marcas,tiendas,certificaciones,numero_raciones,nombre_operador,energia_kcal,energia_kj,grasas_totales,grasas_saturadas,carbohidratos,azucares,proteinas,sal,fibra,peso_en_kg,ratio_grasas_saturadas,ratio_azucares,ratio_proteina_carbohidratos,ratio_proteina_grasas,tiene_fibra,alto_contenido_sal,alto_contenido_azucar,alto_contenido_grasas,alto_contenido_grasas_saturadas,tiene_alergenos,tiene_certificaciones,suma_macronutrientes,densidad_calorica,calorias_de_grasas,calorias_de_carbohidratos,calorias_de_proteinas,categoria_calorica,perfil_macronutrientes
anacardo natural,https://es.openfoodfacts.org/producto/8480000233653/anacardo-natural-hacendado,anacardo natural,,,,200.0,g,unsalted cashews en non roasted cashew nuts en raw cashew nuts,frutos de cáscara,hacendado,mercadona,not recommended for children under 5 years,,,604.0,2506.0,48.2,8.2,22.6,7.7,21.9,0.0,3.6,0.2,0.17,0.341,0.969,0.454,True,False,False,True,True,True,True,96.3,604.0,433.8,90.4,87.6,muy_alto,alto_en_grasas
pan de molde blanco natural rústico,https://es.openfoodfacts.org/producto/8480000233592/pan-de-molde-blanco-natural-rustico-hacendado,pan de molde natural,,,,550.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal cereales y patatas cereales y derivados panes panes de molde,gluten,hacendado,mercadona,sin conservantes punto verde sin azúcares añadidos sin lactosa recicla amarillo,,,265.0,1122.0,4.5,0.6,47.0,3.8,9.1,1.1,1.2,0.55,0.133,0.081,0.194,2.022,True,False,False,False,False,True,True,61.8,265.0,40.5,188.0,36.4,medio,alto_en_carbohidratos
margarina tulipán,https://es.openfoodfacts.org/producto/8719200265806/margarina-tulipan,,,,,400.0,g,alimentos y bebidas de origen vegetal lácteos alimentos de origen vegetal aceites y grasas untables untables vegetales grasas vegetales grasas para untar grasas animales la pasta de leche margarinas grasas de la leche mantequillas,,tulipan,,vegetariano sin aromas artificiales sin conservantes vegano punto verde sin aromas sin lactosa sin aceite de palma,,,531.0,2183.0,59.0,22.0,0.5,0.5,0.5,0.3,0.5,0.4,0.373,1.0,1.0,0.008,True,False,False,True,True,False,True,60.5,531.0,531.0,2.0,2.0,muy_alto,alto_en_grasas
corn flakes,https://es.openfoodfacts.org/producto/8410188012092/corn-flakes-kellogg-s,copos tostados de maíz enriquecidos con vitaminas y hierro,,,,500.0,g,extruded cereals en extruded flakes copos de maíz tostado,gluten,kellogg s,,halal food authority sin aceite de palma,,,378.0,1604.0,0.9,0.2,84.0,8.0,7.0,1.1,3.0,0.5,0.222,0.095,0.083,7.778,True,False,False,False,False,True,True,94.9,378.0,8.1,336.0,28.0,alto,alto_en_carbohidratos
muesli frutas,https://es.openfoodfacts.org/producto/8480000094919/muesli-frutas-hacendado,copos laminados integrales trigo centeno avena y copos tostados de maíz con frutas desecadas semillas y avellanas picadas tostadas,,,,1000.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal desayunos cereales y patatas cereales y derivados cereales para el desayuno cereales con frutas muesli mueslis con frutas,en banana gluten frutos de cáscara avena,hacendado mercadona,mercadona,fuente de fibra alimentaria punto verde rico en fibra recicla,,,361.0,1519.0,7.6,3.9,59.0,15.0,9.1,0.08,10.0,1.0,0.513,0.254,0.154,1.197,True,False,False,False,False,True,True,85.7,361.0,68.4,236.0,36.4,alto,alto_en_carbohidratos
maría dorada,https://es.openfoodfacts.org/producto/8480000135025/maria-dorada-0-hacendado,galleta maría con edulcorante sin azúcares añadidos,,,,400.0,g,biscuits and crackers galletas galletas maría,gluten leche dióxido de azufre sulfitos,hacendado,mercadona,un consumo excesivo puede tener efectos laxantes punto verde sin azúcares añadidos con edulcorantes recicla amarillo recicla azul,,,445.0,1866.0,18.0,8.3,68.0,0.7,6.9,0.95,3.9,0.4,0.461,0.01,0.101,0.383,True,False,False,True,True,True,True,96.8,445.0,162.0,272.0,27.6,alto,alto_en_carbohidratos
picos integrales,https://es.openfoodfacts.org/producto/8480000862150/picos-100-integrales-hacendado,,,,,250.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal cereales y patatas panes colines picos de pan,gluten mostaza granos de sésamo,hacendado,mercadona,punto verde,,,379.0,1586.0,6.4,0.8,60.9,3.1,14.0,2.1,11.0,0.25,0.125,0.051,0.23,2.188,True,True,False,False,False,True,True,92.3,379.0,57.6,243.6,56.0,alto,alto_en_carbohidratos
delizias pechuga de pavo,https://es.openfoodfacts.org/producto/8410783344468/delizias-pechuga-de-pavo-noel,,,,,200.0,g,charcuteries cuites en poultry hams fiambre de pechuga de pavo,,noel,,sin gluten sin colorantes sin lactosa,,,79.0,331.0,0.9,0.3,1.8,0.5,16.0,1.8,,0.2,0.333,0.278,8.889,17.778,False,True,False,False,False,False,True,18.7,79.0,8.1,7.2,64.0,bajo,alto_en_proteinas
margarina flora,https://es.openfoodfacts.org/producto/8719200234857/margarina-flora-400-g,,,,,400.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal aceites y grasas untables untables vegetales grasas vegetales grasas para untar margarinas margarinas ligeras,,flora,mercadona dia maskom,vegetariano vegano punto verde sin lactosa sin aceite de palma vegan v label international,,,531.0,2182.0,59.0,12.0,0.5,0.5,0.5,0.2,0.0,0.4,0.203,1.0,1.0,0.008,False,False,False,True,True,False,True,60.0,531.0,531.0,2.0,2.0,muy_alto,alto_en_grasas
tomate frito receta artesana,https://es.openfoodfacts.org/producto/8480000171634/tomate-frito-receta-artesana-hacendado,tomate frito receta artesana,,,,560.0,g,meal sauces salsas de tomate salsas de tomate frito,,hacendado,mercadona,vegetariano sin gluten punto verde,,,201.0,841.0,15.0,2.1,14.3,12.5,1.6,2.25,0.0,0.56,0.14,0.874,0.112,0.107,False,True,False,False,False,False,True,30.9,201.0,135.0,57.2,6.4,medio,alto_en_grasas
original,https://es.openfoodfacts.org/producto/8410014478764/original-colacao,preparado alimenticio al cacao,,,,760.0,g,cocoa powder for beverages with sugar chocolates en polvo,gluten frutos de cáscara,colacao,carrefour mercadona consum,agricultura sustentable punto verde sin aditivos alianza para bosques certificado utz utz certified cocoa,,,378.0,1581.0,2.5,1.6,78.0,70.0,6.6,0.1,7.8,0.76,0.64,0.897,0.085,2.64,True,False,True,False,False,True,True,94.9,378.0,22.5,312.0,26.4,alto,alto_en_carbohidratos
proactiv original,https://es.openfoodfacts.org/producto/8719200230989/proactiv-original-becel,materia grasa vegetal para untar con esteroles vegetales añadidos,,,,225.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal aceites y grasas untables untables vegetales untables salados grasas vegetales grasas para untar margarinas,,becel,,sin gluten vegetariano no recomendado para ciertas personas vegano unión vegetariana europea unión vegetariana y vegana europea punto verde sin lactosa sin aceite de palma no recomendado para niños o mujeres embarazadas no recomendado a niños menores de 3 años,,,315.0,1296.0,35.0,7.6,0.5,0.5,0.05,0.3,,0.225,0.217,1.0,0.1,0.001,False,False,False,True,True,False,True,35.55,315.0,315.0,2.0,0.2,alto,alto_en_grasas
natural con coco,https://es.openfoodfacts.org/producto/5411188139126/natural-con-coco-alpro,,,,,400.0,g,dairy substitutes postres en vegan products postres lácteos sustitutos de la leche postres vegetales comida no láctea fermentada bebidas de origen vegetal en fermented dairy desserts yogures vegetales bebidas vegetales en fermented dairy desserts with fruits yogures de soja yogures yogures de frutas yogures de coco en comida no láctea fermentada en lácteos en postres lácteos,soja,alpro,,vegetariano sin gluten vegano empresa b certificada unión vegetariana europea unión vegetariana y vegana europea punto verde sin lactosa nutriscore,,,55.0,231.0,3.0,1.1,2.4,2.1,3.9,0.32,0.8,0.4,0.367,0.875,1.625,1.3,True,False,False,False,False,True,True,10.1,55.0,27.0,9.6,15.6,bajo,alto_en_proteinas
atún claro al natural,https://es.openfoodfacts.org/producto/8480000180186/atun-claro-al-natural-hacendado,atún claro al natural,,,,,,fishes and their products conservas pescados en fatty fishes conservas de pescado atunes atun en conserva atún al natural,pescado,hacendado,mercadona,omega 3 sin riesgo para los delfines punto verde source of omega 3,,,98.0,410.0,1.2,0.4,0.9,0.5,21.0,1.1,0.0,,0.333,0.556,23.333,17.5,False,False,False,False,False,True,True,23.1,98.0,10.8,3.6,84.0,bajo,alto_en_proteinas
chip choco zero sin azúcares,https://es.openfoodfacts.org/producto/8410376009415/chip-choco-zero-sin-azucares-gullon,galleta con chips de chocolate con edulcorantes sin azúcares,,,,125.0,g,biscuits and crackers galletas galletas de chocolate,gluten soja,gullón,minipreço,bajo o sin azúcar fuente de fibra alimentaria un consumo excesivo puede tener efectos laxantes punto verde sin azúcar nutriscore nutriscore c con edulcorantes,,,458.0,1911.0,24.0,6.0,63.0,0.5,5.9,0.58,4.0,0.125,0.25,0.008,0.094,0.246,True,False,False,True,True,True,True,96.9,458.0,216.0,252.0,23.6,alto,alto_en_carbohidratos
proteínas natural,https://es.openfoodfacts.org/producto/8480000209085/proteinas-natural-hacendado,especialidad láctea natural,,,,480.0,g,fermented dairy desserts en plain fermented dairy desserts,leche,hacendado,mercadona,bajo o sin grasas sin gluten punto verde sin grasas,,,52.0,223.0,0.5,0.1,3.1,3.1,10.0,0.1,,0.48,0.2,1.0,3.226,20.0,False,False,False,False,False,True,True,13.6,52.0,4.5,12.4,40.0,bajo,alto_en_proteinas
bebida isotónica limón,https://es.openfoodfacts.org/producto/5449000058560/bebida-isotonica-limon-coca-cola,bebida refrescante funcional con sales minerales,,,,330.0,ml,bebidas y preparaciones de bebidas bebidas bebidas endulzadas artificialmente bebidas light bebidas azucaradas,,aquarius coca cola,carrefour mercadona,punto verde low energy con edulcorantes recicla azul,,,18.0,77.0,0.0,0.0,4.4,4.4,0.0,0.05,,0.33,,1.0,0.0,,False,False,False,False,False,False,True,4.4,18.0,0.0,17.6,0.0,bajo,alto_en_carbohidratos
cocktail natural,https://es.openfoodfacts.org/producto/8480000868091/cocktail-natural-hacendado,,,,,200.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal frutos de cáscara y derivados frutos de cáscara almendras anacardos,frutos de cáscara,hacendado,,sin conservantes punto verde,,,651.0,2689.0,58.8,20.5,14.6,5.2,20.4,0.0,9.0,0.2,0.349,0.356,1.397,0.347,True,False,False,True,True,True,True,102.8,651.0,529.2,58.4,81.6,muy_alto,alto_en_grasas
queso feta mezcla,https://es.openfoodfacts.org/producto/8480000511973/queso-feta-mezcla-hacendado,,,,,150.0,g,lácteos comidas fermentadas productos fermentados de la leche quesos quesos griegos quesos de leche de oveja feta,leche,hacendado,mercadona,punto verde sin lactosa,,,277.0,1159.0,23.2,,1.0,,16.0,,,0.15,,,16.0,0.69,False,False,False,True,False,True,True,40.2,277.0,208.8,4.0,64.0,medio,alto_en_grasas
margarina vegetal,https://es.openfoodfacts.org/producto/8480000201966/margarina-100-vegetal-hacendado,margarina,,,,250.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal aceites y grasas untables untables vegetales grasas vegetales grasas para untar margarinas,,hacendado,mercadona,ponto verde recicla amarillo,,,540.0,2220.0,60.0,16.0,0.5,0.5,0.5,0.4,,0.25,0.267,1.0,1.0,0.008,False,False,False,True,True,False,True,61.0,540.0,540.0,2.0,2.0,muy_alto,alto_en_grasas
bebida de almendras enriquecida con calcio y vitaminas,https://es.openfoodfacts.org/producto/8480000156488/bebida-de-almendras-enriquecida-con-calcio-y-vitaminas-hacendado,,,,,1000.0,ml,dairy substitutes sustitutos de la leche frutos de cáscara y derivados bebidas de origen vegetal bebidas vegetales leches de frutos de cáscara leches de almendras,frutos de cáscara soja,hacendado,mercadona,vegetariano vegano punto verde,,,36.0,151.0,2.0,0.5,3.7,3.5,0.7,0.08,0.5,1.0,0.25,0.946,0.189,0.35,True,False,False,False,False,True,True,6.9,36.0,18.0,14.8,2.8,bajo,alto_en_carbohidratos
pechuguita de pollo asada al horno,https://es.openfoodfacts.org/producto/8437010848230/pechuguita-de-pollo-asada-al-horno-la-carlotena,,,,,,,productos a base de carne carnes embutidos pollo y sus productos aves pollo aves cocidas,,la carloteña,,bajo o sin grasas bajo en grasas sin gluten marca registrada espiga barrada punto verde sin colorantes sin lactosa,,,125.0,523.0,2.0,0.6,0.4,0.4,26.8,0.004,,,0.3,1.0,67.0,13.4,False,False,False,False,False,False,True,29.2,125.0,18.0,1.6,107.2,medio,alto_en_proteinas
tomate frito,https://es.openfoodfacts.org/producto/8480000171511/tomate-frito-hacendado,tomate frito pack de 3,,,,630.0,g,meal sauces salsas de tomate salsas de tomate frito en groceries,,hacendado,mercadona,sin gluten fsc fsc mixto punto verde,,,81.0,329.0,3.0,0.4,11.6,7.2,1.4,0.0,0.0,0.63,0.133,0.621,0.121,0.467,False,False,False,False,False,False,True,16.0,81.0,27.0,46.4,5.6,bajo,alto_en_carbohidratos
tiras de pechuga de pollo al natural,https://es.openfoodfacts.org/producto/8480000566614/tiras-de-pechuga-de-pollo-al-natural-hacendado,tiras de pollo,,,,140.0,g,cooked chicken breast without skin,,hacendado,mercadona,sin gluten punto verde sin lactosa,,,107.0,448.0,1.2,0.4,0.6,0.6,23.4,1.77,,0.14,0.333,1.0,39.0,19.5,False,True,False,False,False,False,True,25.2,107.0,10.8,2.4,93.6,medio,alto_en_proteinas
pipas tostadas gigantes aguasal,https://es.openfoodfacts.org/producto/8480000340788/pipas-tostadas-gigantes-aguasal-hacendado,semillas de girasol con cáscara tostadas aguasal,,,,200.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal semillas semillas de girasol y derivados semillas de girasol semillas de girasol tostadas semillas de girasol con cáscara semillas de girasol con cáscara tostadas semillas de girasol con cascara tostadas aguasal,,hacendado mercadona s a,mercadona,sin gluten,,,631.0,2640.0,52.0,5.8,5.7,4.3,30.0,0.03,8.1,0.2,0.112,0.754,5.263,0.577,True,False,False,True,True,False,True,95.8,631.0,468.0,22.8,120.0,muy_alto,alto_en_grasas
jamon serrano,https://es.openfoodfacts.org/producto/8421384012014/jamon-serrano-incarlopsa,,,,,120.0,g,carnes embutidos productos a base de carne jamón jamón de país jamones secos spanish meat products jamón serrano raw cured ham,,incarlopsa,,punto verde especialidad tradicional garantizada,,,206.0,1038.0,10.167,3.833,0.417,0.083,27.917,0.0,0.0,0.12,0.377,0.199,66.947,2.746,False,False,False,False,False,False,True,38.5,206.0,91.5,1.7,111.7,medio,alto_en_proteinas
muesli crunchy chocolate,https://es.openfoodfacts.org/producto/8480000093554/muesli-crunchy-chocolate-hacendado,copos de cereales con chocolate,,,,500.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal desayunos cereales y patatas cereales y derivados cereales para el desayuno cereales de chocolate muesli mueslis con chocolate,gluten leche soja,hacendado,mercadona,recicla amarillo,,,434.0,1820.0,16.0,4.5,61.0,24.0,8.4,0.43,6.0,0.5,0.281,0.393,0.138,0.525,True,False,True,False,False,True,True,91.4,434.0,144.0,244.0,33.6,alto,alto_en_carbohidratos
pan avena,https://es.openfoodfacts.org/producto/8480000822956/pan-30-avena-hacendado,pan de molde,,,,460.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal cereales y patatas panes panes especiales panes de molde,gluten avena,hacendado,mercadona,punto verde sin lactosa con aceite de girasol,,,266.0,1110.0,6.84,1.32,34.2,1.58,13.4,0.002,6.05,0.46,0.193,0.046,0.392,1.959,True,False,False,False,False,True,True,60.49,266.0,61.6,136.8,53.6,medio,alto_en_carbohidratos
agua mineral natural,https://es.openfoodfacts.org/producto/8410128000400/agua-mineral-natural-bezoya,agua mineral natural de mineralización muy débil,,,,15000.0,ml,low mineral bottled waters,,bezoya,hipercor mercadona masymas dia,fsc fsc mixto punto verde,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,15.0,,,,,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,bajo,desconocido
chocolate negro azúcares añadidos cacao,https://es.openfoodfacts.org/producto/8480000125248/chocolate-negro-0-azucares-anadidos-85-cacao-hacendado,chocolate extrafino negro de cacao con edulcorantes,,,,100.0,g,botanas snacks dulces cacao y sus productos chocolates chocolates con edulcorantes chocolates negros chocolates negros con edulcorantes,,hacendado,mercadona,un consumo excesivo puede tener efectos laxantes punto verde sin azúcares añadidos con edulcorantes,,,571.0,2357.0,49.0,30.0,22.0,1.0,11.0,0.0,13.0,0.1,0.612,0.045,0.5,0.224,True,False,False,True,True,False,True,95.0,571.0,441.0,88.0,44.0,muy_alto,alto_en_grasas
leche proteínas desnatada,https://es.openfoodfacts.org/producto/8480000106780/leche-proteinas-desnatada-hacendado,,,,,1000.0,ml,milks liquid and powder leches leche sin lactosa,leche,hacendado,mercadona,punto verde sin lactosa,,,44.0,184.0,0.2,0.1,4.6,4.6,6.0,0.0,,1.0,0.5,1.0,1.304,30.0,False,False,False,False,False,True,True,10.8,44.0,1.8,18.4,24.0,bajo,alto_en_proteinas
fritada pisto,https://es.openfoodfacts.org/producto/8480000171122/fritada-pisto-hacendado,,,,,380.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal frutas y verduras y sus productos conservas verduras y hortalizas y sus productos alimentos de origen vegetal en conserva comidas preparadas verduras y hortalizas en conserva comidas preparadas de origen vegetal,,hacendado,mercadona,sin gluten fsc fsc mixto,,,92.0,385.0,4.8,0.6,10.0,8.0,1.2,0.492,,0.38,0.125,0.8,0.12,0.25,False,False,False,False,False,False,True,16.0,92.0,43.2,40.0,4.8,bajo,alto_en_carbohidratos
natural,https://es.openfoodfacts.org/producto/8480000223135/natural-hacendado,yogur natural de leche entera,,,,750.0,g,fermented dairy desserts yogures en plain fermented dairy desserts yogures naturales,leche,hacendado,mercadona,sin gluten punto verde recicla amarillo,,,62.0,258.0,3.4,2.2,4.1,4.1,3.7,0.1,,0.75,0.647,1.0,0.902,1.088,False,False,False,False,False,True,True,11.2,62.0,30.6,16.4,14.8,bajo,alto_en_carbohidratos
caldo de pollo,https://es.openfoodfacts.org/producto/8402001015168/caldo-de-pollo-hacendado,,,,,1000.0,ml,caldos,apio,hacendado,mercadona,sin gluten sin conservantes punto verde sin colorantes sin colorantes o conservadores sin huevo sin lactosa,,,5.0,22.0,0.5,0.1,1.3,0.5,0.5,0.71,0.5,1.0,0.2,0.385,0.385,1.0,True,False,False,False,False,True,True,2.8,5.0,4.5,5.2,2.0,bajo,alto_en_carbohidratos
mantequilla,https://es.openfoodfacts.org/producto/8410297132209/mantequilla-asturiana,,,,,250.0,g,lácteos aceites y grasas untables grasas para untar grasas animales la pasta de leche grasas de la leche mantequillas,leche,asturiana central lechera asturiana,spar lidl mercadona gadis,sin gluten sin edulcorantes artificiales punto verde,,,742.0,3100.0,82.0,55.0,0.4,0.4,0.6,0.03,,0.25,0.671,1.0,1.5,0.007,False,False,False,True,True,True,True,83.0,742.0,738.0,1.6,2.4,muy_alto,alto_en_grasas
fuet espetec extra,https://es.openfoodfacts.org/producto/8480000551085/fuet-espetec-extra-casa-tarradellas,fuet espetec extra,,,,300.0,g,productos a base de carne carnes embutidos salchichas salchicha francesa embutidos de españa carnes secas fuet,leche,casa tarradellas,mercadona,sin gluten punto verde sin colorantes,,,421.0,1750.0,34.0,13.3,1.4,1.4,27.5,3.64,,0.3,0.391,1.0,19.643,0.809,False,True,False,True,True,True,True,62.9,421.0,306.0,5.6,110.0,alto,alto_en_grasas
tofu firme,https://es.openfoodfacts.org/producto/8410789140118/tofu-firme-hacendado,tofu firme,,,,400.0,g,meat alternatives carnes vegetales tofu en plain tofu,soja,hacendado,mercadona,sin gluten sin omg vegetal contiene soja punto verde sin azúcares añadidos sin lactosa,,,110.0,460.0,6.9,1.2,0.9,0.4,11.1,0.04,0.4,0.4,0.174,0.444,12.333,1.609,True,False,False,False,False,True,True,19.3,110.0,62.1,3.6,44.4,medio,alto_en_proteinas
coconut natural,https://es.openfoodfacts.org/producto/5411188131380/coconut-natural-alpro,producto fermentado a base de coco,,,,35000.0,g,dairy substitutes postres en vegan products postres vegetales comida no láctea fermentada yogures vegetales en coconutmilk yogurts en pflanzliche lebensmittel und getränke,,alpro,franprix prisma,sin gluten vegetal sin lactosa nutriscore,,,84.0,348.0,6.1,5.7,6.0,0.6,0.6,0.07,0.0,35.0,0.934,0.1,0.1,0.098,False,False,False,False,True,False,True,12.7,84.0,54.9,24.0,2.4,bajo,alto_en_grasas
pechuga de pavo finas lonchas,https://es.openfoodfacts.org/producto/8480000679727/pechuga-de-pavo-finas-lonchas-hacendado,,,,,200.0,g,charcuteries cuites en poultry hams fiambre de pechuga de pavo,soja,hacendado,mercadona,sin gluten punto verde,,,78.0,331.0,0.5,0.2,0.6,0.6,17.8,1.85,0.0,0.2,0.4,1.0,29.667,35.6,False,True,False,False,False,True,True,18.9,78.0,4.5,2.4,71.2,bajo,alto_en_proteinas
bebida avena calcio,https://es.openfoodfacts.org/producto/8480000861672/bebida-avena-calcio-hacendado,,,,,,,dairy substitutes cereales y derivados sustitutos de la leche bebidas de origen vegetal bebidas vegetales bebidas de cereales bebidas de avena,,hacendado,,fsc sin azúcares añadidos,,,52.0,219.0,2.5,2.0,6.8,3.6,0.5,0.115,0.56,,0.8,0.529,0.074,0.2,True,False,False,False,False,False,True,10.36,52.0,22.5,27.2,2.0,bajo,alto_en_carbohidratos
trigo espelta integral,https://es.openfoodfacts.org/producto/8423102210351/100-trigo-espelta-integral-anitin,,,,,150.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal cereales y patatas semillas cereales y derivados cereales en grano panes trigos espeltas,gluten granos de sésamo soja,anitín,,,,,522.0,2176.0,31.7,3.3,41.9,1.2,13.5,1.8,7.7,0.15,0.104,0.029,0.322,0.426,True,True,False,True,False,True,False,94.8,522.0,285.3,167.6,54.0,muy_alto,alto_en_carbohidratos
bebida de avena,https://es.openfoodfacts.org/producto/8423352100143/bebida-de-avena-yosoy,bebida de avena,,,,1000.0,ml,dairy substitutes cereales y derivados sustitutos de la leche bebidas de origen vegetal bebidas vegetales bebidas de cereales bebidas no azucaradas bebidas de avena,gluten,yosoy,,bajo o sin azúcar sin gluten vegetariano vegano punto verde sin aditivos sin lactosa sin azúcar,,,47.0,198.0,0.7,0.1,8.2,4.8,1.6,0.03,0.7,1.0,0.143,0.585,0.195,2.286,True,False,False,False,False,True,True,11.2,47.0,6.3,32.8,6.4,bajo,alto_en_carbohidratos
caldo de verduras,https://es.openfoodfacts.org/producto/8480000070326/caldo-de-verduras-hacendado,caldo de verduras,,,,1000.0,ml,alimentos y bebidas de origen vegetal alimentos de origen vegetal caldos caldos de verduras,apio,hacendado,mercadona,sin conservantes punto verde sin colorantes sin colorantes o conservadores,,,5.0,21.0,0.6,0.2,0.5,0.5,0.5,0.7,0.5,1.0,0.333,1.0,1.0,0.833,True,False,False,False,False,True,True,2.1,5.0,5.4,2.0,2.0,bajo,alto_en_grasas
tomate triturado,https://es.openfoodfacts.org/producto/8480000160447/tomate-triturado-hacendado,tomate triturado categoría extra,,,,400.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal frutas y verduras y sus productos condimentos verduras y hortalizas y sus productos hortalizas salsas tomates y sus productos salsas de tomate tomates tomate natural triturado,,hacendado,mercadona,punto verde,,,28.0,117.0,0.0,0.0,5.5,4.0,0.8,0.492,,0.4,,0.727,0.145,,False,False,False,False,False,False,True,6.3,28.0,0.0,22.0,3.2,bajo,alto_en_carbohidratos
cocktail tostado sal añadida,https://es.openfoodfacts.org/producto/8480000600158/cocktail-tostado-0-sal-anadida-hacendado,cocktail de frutos secos y leguminosas tostados sin sal añadida sin gluten,,,,200.0,g,mixed nuts,frutos de cáscara cacahuetes,hacendado,mercadona,bajo en sal o sin sal sin gluten punto verde sin sal añadida,,,621.0,2598.0,53.7,7.4,5.7,5.7,22.5,,13.7,0.2,0.138,1.0,3.947,0.419,True,False,False,True,True,True,True,95.6,621.0,483.3,22.8,90.0,muy_alto,alto_en_grasas
nata cocinar,https://es.openfoodfacts.org/producto/8480000101990/nata-cocinar-hacendado,nata ligera uht materia grasa,,,,,,uht creams en unfermented creams,leche,hacendado,mercadona,sin gluten no congelar fsc fsc mixto punto verde,,,163.0,674.0,15.0,10.0,5.0,3.0,2.0,0.1,,,0.667,0.6,0.4,0.133,False,False,False,False,True,True,True,22.0,163.0,135.0,20.0,8.0,medio,alto_en_grasas
leche semi desnatada,https://es.openfoodfacts.org/producto/8410297012150/leche-semi-desnatada-central-lechera-asturiana,leche semidesnatada de vaca,,,,1000.0,ml,milks liquid and powder leches leches homogeneizadas productos pasteurizados leche semidesnatada leche uht leche de vaca,leche,central lechera asturiana,alcampo ahorramas familia,empresa b certificada fsc fsc mixto,,,46.0,192.0,1.6,1.1,4.7,4.7,3.2,0.1,,1.0,0.688,1.0,0.681,2.0,False,False,False,False,False,True,True,9.5,46.0,14.4,18.8,12.8,bajo,alto_en_carbohidratos
pan tostado espelta integral,https://es.openfoodfacts.org/producto/8480000828422/pan-tostado-100-espelta-integral-hacendado,,,,,250.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal cereales y patatas panes pan tostado,gluten granos de sésamo trigo espelta,hacendado,mercadona,,,,384.0,1607.0,6.0,0.7,60.4,4.4,17.5,2.2,9.3,0.25,0.117,0.073,0.29,2.917,True,True,False,False,False,True,False,93.2,384.0,54.0,241.6,70.0,alto,alto_en_carbohidratos
digestive fibra,https://es.openfoodfacts.org/producto/8480000141132/digestive-fibra-23-hacendado,galletas,,,,400.0,g,biscuits and crackers galletas,gluten leche,hacendado,mercadona,punto verde,,,416.0,1741.0,18.0,1.8,48.0,19.0,5.0,1.1,23.0,0.4,0.1,0.396,0.104,0.278,True,False,True,True,False,True,True,94.0,416.0,162.0,192.0,20.0,alto,alto_en_carbohidratos
digestive avena,https://es.openfoodfacts.org/producto/8480000142108/digestive-avena-hacendado,,,,,348.0,g,biscuits and crackers galletas galletas de avena,gluten,hacendado,,,,,469.0,1963.0,20.0,2.0,60.0,18.0,8.0,0.95,8.4,0.348,0.1,0.3,0.133,0.4,True,False,True,True,False,True,False,96.4,469.0,180.0,240.0,32.0,alto,alto_en_carbohidratos
mantequilla sin sal,https://es.openfoodfacts.org/producto/8480000207166/mantequilla-sin-sal-hacendado,,,,,250.0,g,lácteos aceites y grasas untables grasas para untar grasas animales la pasta de leche grasas de la leche mantequillas,leche,hacendado,mercadona,recicla amarillo,,,743.0,3110.0,82.0,56.0,0.8,0.8,0.5,0.05,,0.25,0.683,1.0,0.625,0.006,False,False,False,True,True,True,True,83.3,743.0,738.0,3.2,2.0,muy_alto,alto_en_grasas
almendras natural,https://es.openfoodfacts.org/producto/20724696/almendras-natural-alesto,almendras sin cáscara,,,,30.0,g,alimentos y bebidas de origen vegetal alimentos de origen vegetal frutos de cáscara y derivados frutos de cáscara,frutos de cáscara,alesto lidl,lidl,vegetariano vegano unión vegetariana europea unión vegetariana y vegana europea nutriscore nutriscore a triman,,,621.0,0.0,53.3,4.3,4.8,4.8,24.5,0.0,12.1,0.03,0.081,1.0,5.104,0.46,True,False,False,True,False,True,True,94.7,621.0,479.7,19.2,98.0,muy_alto,alto_en_grasas
yogur griego ligero,https://es.openfoodfacts.org/producto/8402001012051/yogur-griego-ligero-hacendado,,,,,125.0,g,fermented dairy desserts yogures yogur de leche de vaca yogures estilo griego,leche,hacendado,mercadona,,,,48.0,254.0,1.6,1.12,3.76,0.0,4.64,0.0,0.0,0.125,0.7,0.0,1.234,2.9,False,False,False,False,False,True,False,10.0,48.0,14.4,15.0,18.6,bajo,alto_en_proteinas
